Inception,"Action, Adventure, Sci-Fi","A thief","Christopher Nolan","Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Ken Watanabe",2010,0,8.8,1583625,10,11.0
Toy Story 3,"Animation, Adventure, Comedy","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college","Lee Unkrich","Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty",2010,0,8.3,586669,10,11.0
Incendies,"Drama, Mystery, War","Twins journey to the Middle East to discover their family history","Denis Villeneuve","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel",2010,0,8.2,92863,10,11.0
Shutter Island,"Mystery, Thriller","In 1954","Martin Scorsese","Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley",2010,0,8.1,855604,10,11.0
How to Train Your Dragon,"Animation, Action, Adventure","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself","Dean DeBlois","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson",2010,0,8.1,523893,10,11.0
Black Swan,"Drama, Thriller","A committed dancer wins the lead role in a production of Tchaikovsky's ""Swan Lake"" only to find herself struggling to maintain her sanity.","Darren Aronofsky","Natalie Portman, Mila Kunis, Vincent Cassel, Winona Ryder",2010,0,8.0,581518,10,11.0
The King's Speech,"Biography, Drama","The story of King George VI of the United Kingdom of Great Britain and Northern Ireland","Tom Hooper","Colin Firth, Geoffrey Rush, Helena Bonham Carter, Derek Jacobi",2010,0,8.0,534388,10,11.0
Tangled,"Animation, Adventure, Comedy","The magically long-haired Rapunzel has spent her entire life in a tower","Nathan Greno","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman",2010,0,7.8,316459,10,11.0
The Fighter,"Action, Biography, Drama","A look at the early years of boxer ""Irish"" Micky Ward and his brother who helped train him before going pro in the mid 1980s.","David O. Russell","Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo",2010,0,7.8,290056,10,11.0
The Social Network,"Biography, Drama","Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook","David Fincher","Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Rooney Mara",2010,0,7.7,510100,10,11.0
Kick-Ass,"Action, Comedy","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero","Matthew Vaughn","Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown",2010,0,7.7,456749,10,11.0
Despicable Me,"Animation, Adventure, Comedy","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme","Pierre Coffin","Steve Carell, Jason Segel, Russell Brand, Julie Andrews",2010,0,7.7,410607,10,11.0
Harry Potter and the Deathly Hallows: Part 1,"Adventure, Family, Fantasy","As Harry races against time and evil to destroy the Horcruxes","David Yates","Daniel Radcliffe, Emma Watson, Rupert Grint, Bill Nighy",2010,0,7.7,357213,10,11.0
The Town,"Crime, Drama, Thriller","As he plans his next job","Ben Affleck","Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",2010,0,7.6,294553,10,11.0
127 Hours,"Adventure, Biography, Drama","An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab","Danny Boyle","James Franco, Amber Tamblyn, Kate Mara, Sean Bott",2010,0,7.6,294010,10,11.0
True Grit,"Adventure, Drama, Western","A tough U.S. Marshal helps a stubborn teenager track down her father's murderer.","Ethan Coen","Jeff Bridges, Matt Damon, Hailee Steinfeld, Josh Brolin",2010,0,7.6,254904,10,11.0
Scott Pilgrim vs. the World,"Action, Comedy, Fantasy","Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.","Edgar Wright","Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Alison Pill",2010,0,7.5,291457,10,11.0
Blue Valentine,"Drama, Romance","The relationship of a contemporary married couple","Derek Cianfrance","Ryan Gosling, Michelle Williams, John Doman, Faith Wladyka",2010,0,7.4,151409,10,11.0
Megamind,"Animation, Action, Comedy","The supervillain Megamind finally defeats his nemesis","Tom McGrath","Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey",2010,0,7.3,183926,10,11.0
The Ghost Writer,"Mystery, Thriller","A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.","Roman Polanski","Ewan McGregor, Pierce Brosnan, Olivia Williams, Jon Bernthal",2010,0,7.2,137964,10,11.0
Remember Me,"Drama, Romance","A romantic drama centered on two new lovers: Tyler","Allen Coulter","Robert Pattinson, Emilie de Ravin, Caitlyn Rund, Moisés Acevedo",2010,0,7.2,119376,10,11.0
Winter's Bone,"Drama","An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.","Debra Granik","Jennifer Lawrence, John Hawkes, Garret Dillahunt, Isaiah Stone",2010,0,7.2,116435,10,11.0
Let Me In,"Drama, Horror, Mystery","A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.","Matt Reeves","Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono",2010,0,7.2,97141,10,11.0
Easy A,"Comedy, Drama, Romance","A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.","Will Gluck","Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd",2010,0,7.1,294950,10,11.0
RED,"Action, Comedy, Crime","When his peaceful life is threatened by a high-tech assassin","Robert Schwentke","Bruce Willis, Helen Mirren, Morgan Freeman, Mary-Louise Parker",2010,0,7.1,250012,10,11.0
Iron Man 2,"Action, Adventure, Sci-Fi","With the world now aware of his identity as Iron Man","Jon Favreau","Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow, Don Cheadle",2010,0,7.0,556666,10,11.0
Trust,"Crime, Drama, Thriller","A teenage girl is targeted by an online sexual predator.","David Schwimmer","Clive Owen, Catherine Keener, Liana Liberato, Jason Clarke",2010,0,7.0,36043,10,11.0
The Book of Eli,"Action, Adventure, Drama","A post-apocalyptic tale","Albert Hughes","Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman",2010,0,6.9,241359,10,11.0
Tron,"Action, Adventure, Sci-Fi","The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.","Joseph Kosinski","Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",2010,0,6.8,273959,10,11.0
Insidious,"Horror, Mystery, Thriller","A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.","James Wan","Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",2010,0,6.8,219916,10,11.0
The A-Team,"Action, Adventure, Comedy","A group of Iraq War veterans looks to clear their name with the U.S. military","Joe Carnahan","Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel",2010,0,6.8,219116,10,11.0
Unstoppable,"Action, Thriller","With an unmanned","Tony Scott","Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",2010,0,6.8,157499,10,11.0
Super,"Comedy, Drama","After his wife falls under the influence of a drug dealer","James Gunn","Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",2010,0,6.8,64535,10,11.0
Robin Hood,"Action, Adventure, Drama","In 12th century England","Ridley Scott","Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow",2010,0,6.7,221117,10,11.0
