The Dark Knight Rises,"Action, Thriller","Eight years after the Joker's reign of anarchy","Christopher Nolan","Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman",2012,0,8.5,1222645,10,11.0
Django Unchained,"Drama, Western","With the help of a German bounty hunter ","Quentin Tarantino","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",2012,0,8.4,1039115,10,11.0
Jagten,"Drama","A teacher lives a lonely life","Thomas Vinterberg","Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm",2012,0,8.3,192263,10,11.0
The Avengers,"Action, Sci-Fi","Earth's mightiest heroes must come together and learn to fight as a team if they are to stop the mischievous Loki and his alien army from enslaving humanity.","Joss Whedon","Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner",2012,0,8.1,1045588,10,11.0
The Perks of Being a Wallflower,"Drama, Romance","An introvert freshman is taken under the wings of two seniors who welcome him to the real world.","Stephen Chbosky","Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd",2012,0,8.0,377336,10,11.0
The Hobbit: An Unexpected Journey,"Adventure, Fantasy","A reluctant hobbit","Peter Jackson","Martin Freeman, Ian McKellen, Richard Armitage, Andy Serkis",2012,0,7.9,668651,10,11.0
Life of Pi,"Adventure, Drama, Fantasy","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away","Ang Lee","Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu",2012,0,7.9,471109,10,11.0
Silver Linings Playbook,"Comedy, Drama, Romance","After a stint in a mental institution","David O. Russell","Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",2012,0,7.8,564364,10,11.0
Skyfall,"Action, Adventure, Thriller","Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack","Sam Mendes","Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench",2012,0,7.8,547386,10,11.0
Wreck-It Ralph,"Animation, Adventure, Comedy","A video game villain wants to be a hero and sets out to fulfill his dream","Rich Moore","John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman",2012,0,7.8,290559,10,11.0
Moonrise Kingdom,"Adventure, Comedy, Drama","A pair of young lovers flee their New England town","Wes Anderson","Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray",2012,0,7.8,254446,10,11.0
Argo,"Biography, Drama, History","Acting under the cover of a Hollywood producer scouting a location for a science fiction film","Ben Affleck","Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin",2012,0,7.7,481274,10,11.0
End of Watch,"Crime, Drama, Thriller","Shot documentary-style","David Ayer","Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera",2012,0,7.7,192190,10,11.0
Les Misérables,"Drama, Musical, Romance","In 19th-century France","Tom Hooper","Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried",2012,0,7.6,257426,10,11.0
The imposible,"Drama, Thriller","The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.","J.A. Bayona","Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast",2012,0,7.6,156189,10,11.0
Cloud Atlas,"Drama, Sci-Fi","An exploration of how the actions of individual lives impact one another in the past","Tom Tykwer","Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving",2012,0,7.5,298651,10,11.0
Looper,"Action, Crime, Drama","In 2074","Rian Johnson","Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano",2012,0,7.4,452369,10,11.0
Zero Dark Thirty,"Drama, History, Thriller","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks","Kathryn Bigelow","Jessica Chastain, Joel Edgerton, Chris Pratt, Mark Strong",2012,0,7.4,226661,10,11.0
Lincoln,"Biography, Drama, History","As the War continues to rage","Steven Spielberg","Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt",2012,0,7.4,207497,10,11.0
Flight,"Drama, Thriller","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed","Robert Zemeckis","Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",2012,0,7.3,276347,10,11.0
The Place Beyond the Pines,"Crime, Drama, Thriller","A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child","Derek Cianfrance","Ryan Gosling, Bradley Cooper, Eva Mendes, Craig Van Hook",2012,0,7.3,200090,10,11.0
Lawless,"Crime, Drama","Set in Depression-era Franklin County","John Hillcoat","Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke",2012,0,7.3,195360,10,11.0
The Hunger Games,"Adventure, Sci-Fi, Thriller","Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.","Gary Ross","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Stanley Tucci",2012,0,7.2,735604,10,11.0
21 Jump Street,"Action, Comedy, Crime","A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.","Phil Lord","Jonah Hill, Channing Tatum, Ice Cube, Brie Larson",2012,0,7.2,432046,10,11.0
Brave,"Animation, Adventure, Comedy","Determined to make her own path in life","Mark Andrews","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",2012,0,7.2,293941,10,11.0
Pitch Perfect,"Comedy, Music, Romance","Beca","Jason Moore","Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp",2012,0,7.2,226631,10,11.0
Seven Psychopaths,"Comedy, Crime","A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.","Martin McDonagh","Colin Farrell, Woody Harrelson, Sam Rockwell, Christopher Walken",2012,0,7.2,196652,10,11.0
Dredd,"Action, Sci-Fi","In a violent","Pete Travis","Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood",2012,0,7.1,213764,10,11.0
The Master,"Drama","A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.","Paul Thomas Anderson","Philip Seymour Hoffman, Joaquin Phoenix, Amy Adams, Jesse Plemons",2012,0,7.1,112902,10,11.0
Ted,"Comedy, Fantasy","John Bennett","Seth MacFarlane","Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",2012,0,7.0,494641,10,11.0
Prometheus,"Adventure, Mystery, Sci-Fi","Following clues to the origin of mankind","Ridley Scott","Noomi Rapace, Logan Marshall-Green, Michael Fassbender, Charlize Theron",2012,0,7.0,485820,10,11.0
The Amazing Spider-Man,"Action, Adventure","After Peter Parker is bitten by a genetically altered spider","Marc Webb","Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan",2012,0,7.0,474320,10,11.0
The Cabin in the Woods,"Horror","Five friends go for a break at a remote cabin","Drew Goddard","Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",2012,0,7.0,295554,10,11.0
Jack Reacher,"Action, Crime, Mystery","A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.","Christopher McQuarrie","Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",2012,0,7.0,250811,10,11.0
The First Time,"Comedy, Drama, Romance","A shy senior and a down-to-earth junior fall in love over one weekend.","Jon Kasdan","Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville",2012,0,6.9,54027,10,11.0
Men in Black 3,"Action, Adventure, Comedy","Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.","Barry Sonnenfeld","Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement",2012,0,6.8,278379,10,11.0
Sinister,"Horror, Mystery","Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.","Scott Derrickson","Ethan Hawke, Juliet Rylance, James Ransone, Fred Dalton Thompson",2012,0,6.8,171169,10,11.0
The Bourne Legacy,"Action, Adventure, Mystery","An expansion of the universe from Robert Ludlum's novels","Tony Gilroy","Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn",2012,0,6.7,245374,10,11.0
American Reunion,"Comedy","Jim","Jon Hurwitz","Jason Biggs, Alyson Hannigan, Seann William Scott, Chris Klein",2012,0,6.7,178471,10,11.0
Project X,"Comedy","3 high school seniors throw a birthday party to make a name for themselves. As the night progresses","Nima Nourizadeh","Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",2012,0,6.7,164088,10,11.0
The Expendables 2,"Action, Adventure, Thriller","Mr. Church reunites the Expendables for what should be an easy paycheck","Simon West","Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme",2012,0,6.6,257395,10,11.0
John Carter,"Action, Adventure, Sci-Fi","Transported to Barsoom","Andrew Stanton","Taylor Kitsch, Lynn Collins, Willem Dafoe, Samantha Morton",2012,0,6.6,220667,10,11.0
Man on a Ledge,"Action, Crime, Thriller","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop","Asger Leth","Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez",2012,0,6.6,129252,10,11.0
Anna Karenina,"Drama, Romance","In late-19th-century Russian high society","Joe Wright","Keira Knightley, Jude Law, Aaron Taylor-Johnson, Matthew Macfadyen",2012,0,6.6,75291,10,11.0
Savages,"Crime, Drama, Thriller","Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.","Oliver Stone","Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro",2012,0,6.5,107960,10,11.0
