Interstellar,"Adventure, Drama, Sci-Fi","A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.","Christopher Nolan","Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy",2014,0,8.6,1047747,10,11.0
Whiplash,"Drama, Music","A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.","Damien Chazelle","Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",2014,0,8.5,477276,10,11.0
PK,"Comedy, Drama, Romance","A stranger in the city asks questions no one has asked before. His childlike curiosity will take him on a journey of love","Rajkumar Hirani","Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani",2014,0,8.2,103279,10,11.0
Guardians of the Galaxy,"Action, Adventure, Sci-Fi","A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.","James Gunn","Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana",2014,0,8.1,757074,10,11.0
Gone Girl,"Crime, Drama, Mystery","With his wife's disappearance having become the focus of an intense media circus","David Fincher","Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry",2014,0,8.1,636243,10,11.0
The Imitation Game,"Biography, Drama, Thriller","During World War II","Morten Tyldum","Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech",2014,0,8.1,532353,10,11.0
The Grand Budapest Hotel,"Adventure, Comedy, Drama","The adventures of Gustave H","Wes Anderson","Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody",2014,0,8.1,530881,10,11.0
Relatos salvajes,"Comedy, Drama, Thriller","Six short stories that explore the extremities of human behavior involving people in distress.","Damián Szifron","Darío Grandinetti, María Marull, Mónica Villa, Rita Cortese",2014,0,8.1,110100,10,11.0
Mommy,"Drama","A widowed single mother","Xavier Dolan","Anne Dorval, Antoine-Olivier Pilon, Suzanne Clément, Patrick Huard",2014,0,8.1,33560,10,11.0
Twin Peaks: The Missing Pieces,"Drama, Horror, Mystery","Twin Peaks before Twin Peaks (1990) and at the same time not always and entirely in the same place as Twin Peaks: Fire Walk with Me (1992). A feature film which presents deleted scenes from Twin Peaks: Fire Walk with Me (1992) assembled together for the first time in an untold portion of the story's prequel.","David Lynch","Chris Isaak, Kiefer Sutherland, C.H. Evans, Sandra Kinder",2014,0,8.1,1973,10,11.0
X-Men: Days of Future Past,"Action, Adventure, Sci-Fi","The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.","Bryan Singer","Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy",2014,0,8.0,552298,10,11.0
Edge of Tomorrow,"Action, Adventure, Sci-Fi","A soldier fighting aliens gets to relive the same day over and over again","Doug Liman","Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson",2014,0,7.9,471815,10,11.0
Nightcrawler,"Crime, Drama, Thriller","When Louis Bloom","Dan Gilroy","Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed",2014,0,7.9,332476,10,11.0
Boyhood,"Drama","The life of Mason","Richard Linklater","Ellar Coltrane, Patricia Arquette, Ethan Hawke, Elijah Smith",2014,0,7.9,286722,10,11.0
How to Train Your Dragon 2,"Animation, Action, Adventure","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider","Dean DeBlois","Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",2014,0,7.9,237565,10,11.0
Captain America: The Winter Soldier,"Action, Adventure, Sci-Fi","As Steve Rogers struggles to embrace his role in the modern world","Anthony Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",2014,0,7.8,542362,10,11.0
Birdman or (The Unexpected Virtue of Ignorance),"Comedy, Drama, Romance","Illustrated upon the progress of his latest Broadway play","Alejandro González Iñárritu","Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough",2014,0,7.8,440299,10,11.0
Big Hero 6,"Animation, Action, Adventure","The special bond that develops between plus-sized inflatable robot Baymax","Don Hall","Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller",2014,0,7.8,309186,10,11.0
The Fault in Our Stars,"Drama, Romance","Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.","Josh Boone","Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",2014,0,7.8,271301,10,11.0
