The Departed,"Crime, Drama, Thriller","An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.","Martin Scorsese","Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg",2006,0,8.5,937414,10,11.0
The Prestige,"Drama, Mystery, Sci-Fi","Two stage magicians engage in competitive one-upmanship in an attempt to create the ultimate stage illusion.","Christopher Nolan","Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine",2006,0,8.5,913152,10,11.0
The Lives of Others,"Drama, Thriller","In 1984 East Berlin","Florian Henckel von Donnersmarck","Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur",2006,0,8.5,278103,10,11.0
Pan's Labyrinth,"Drama, Fantasy, War","In the falangist Spain of 1944","Guillermo del Toro","Ivana Baquero, Ariadna Gil, Sergi López, Maribel Verdú",2006,0,8.2,498879,10,11.0
Casino Royale,"Action, Adventure, Thriller","Armed with a licence to kill","Martin Campbell","Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright",2006,0,8.0,495106,10,11.0
Blood Diamond,"Adventure, Drama, Thriller","A fisherman","Edward Zwick","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers",2006,0,8.0,422014,10,11.0
The Pursuit of Happyness,"Biography, Drama","A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.","Gabriele Muccino","Will Smith, Thandie Newton, Jaden Smith, Brian Howe",2006,0,8.0,361105,10,11.0
Children of Men,"Drama, Sci-Fi, Thriller","In 2027","Alfonso Cuarón","Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine",2006,0,7.9,382910,10,11.0
The Fall,"Adventure, Comedy, Drama","In a hospital on the outskirts of 1920s Los Angeles","Tarsem Singh","Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek",2006,0,7.9,93036,10,11.0
Little Miss Sunshine,"Comedy, Drama","A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.","Jonathan Dayton","Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin",2006,0,7.8,374044,10,11.0
Lucky Number Slevin,"Crime, Drama, Mystery","A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.","Paul McGuigan","Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",2006,0,7.8,271940,10,11.0
Apocalypto,"Action, Adventure, Drama","As the Mayan kingdom faces its decline","Mel Gibson","Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood",2006,0,7.8,247926,10,11.0
300,"Action, Fantasy, War","King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.","Zack Snyder","Gerard Butler, Lena Headey, David Wenham, Dominic West",2006,0,7.7,637104,10,11.0
The Illusionist,"Drama, Mystery, Romance","In turn-of-the-century Vienna","Neil Burger","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell",2006,0,7.6,309934,10,11.0
Inside Man,"Crime, Drama, Mystery","A police detective","Spike Lee","Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer",2006,0,7.6,285441,10,11.0
Babel,"Drama","Tragedy strikes a married couple on vacation in the Moroccan desert","Alejandro González Iñárritu","Brad Pitt, Cate Blanchett, Gael García Bernal, Mohamed Akhzam",2006,0,7.5,253417,10,11.0
