Dangal,"Action, Biography, Drama","Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.","Nitesh Tiwari","Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra",2016,0,8.8,48969,10,11.0
Kimi no na wa,"Animation, Drama, Fantasy","Two strangers find themselves linked in a bizarre way. When a connection forms","Makoto Shinkai","Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yuki",2016,0,8.6,34110,10,11.0
Koe no katachi,"Animation, Drama, Romance","The story revolves around Nishimiya Shoko","Naoko Yamada","Miyu Irino, Saori Hayami, Aoi Yuki, Kenshô Ono",2016,0,8.4,2421,10,11.0
La La Land,"Comedy, Drama, Music","A jazz pianist falls for an aspiring actress in Los Angeles.","Damien Chazelle","Ryan Gosling, Emma Stone, Rosemarie DeWitt, J.K. Simmons",2016,0,8.3,258682,10,11.0
Paint It Black,"Drama","A young woman attempts to deal with the death of her boyfriend while continuously confronted by his mentally unstable mother.","Amber Tamblyn","Alia Shawkat, Nancy Kwan, Annabelle Attanasio, Alfred Molina",2016,0,8.3,61,10,11.0
Hacksaw Ridge,"Biography, Drama, History","WWII American Army Medic Desmond T. Doss","Mel Gibson","Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer",2016,0,8.2,211760,10,11.0
Zootopia,"Animation, Adventure, Comedy","In a city of anthropomorphic animals","Byron Howard","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate",2016,0,8.1,296853,10,11.0
Lion,"Biography, Drama","A five-year-old Indian boy gets lost on the streets of Calcutta","Garth Davis","Dev Patel, Nicole Kidman, Rooney Mara, Sunny Pawar",2016,0,8.1,102061,10,11.0
Ah-ga-ssi,"Drama, Mystery, Romance","A woman is hired as a handmaiden to a Japanese heiress","Chan-wook Park","Min-hee Kim, Jung-woo Ha, Jin-woong Jo, So-ri Moon",2016,0,8.1,33418,10,11.0
Deadpool,"Action, Adventure, Comedy","A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge.","Tim Miller","Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",2016,0,8.0,627797,10,11.0
Arrival,"Drama, Mystery, Sci-Fi","When twelve mysterious spacecraft appear around the world","Denis Villeneuve","Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg",2016,0,8.0,340798,10,11.0
Sing Street,"Comedy, Drama, Music","A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.","John Carney","Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor",2016,0,8.0,52144,10,11.0
Forushande,"Drama, Thriller","While both participating in a production of ""Death of a Salesman","Asghar Farhadi","Taraneh Alidoosti, Shahab Hosseini, Babak Karimi, Farid Sajjadi Hosseini",2016,0,8.0,22389,10,11.0
Captain America: Civil War,"Action, Adventure, Sci-Fi","Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.","Anthony Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan",2016,0,7.9,411656,10,11.0
