3 Idiots,"Comedy, Drama","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently","Rajkumar Hirani","Aamir Khan, Madhavan, Mona Singh, Sharman Joshi",2009,0,8.4,238789,10,11.0
Inglourious Basterds,"Adventure, Drama, War","In Nazi-occupied France during World War II","Quentin Tarantino","Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent",2009,0,8.3,959065,10,11.0
Up,"Animation, Adventure, Comedy","Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons","Pete Docter","Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer",2009,0,8.3,722203,10,11.0
El secreto de sus ojos,"Drama, Mystery, Romance","A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.","Juan José Campanella","Ricardo Darín, Soledad Villamil, Pablo Rago, Carla Quevedo",2009,0,8.2,144524,10,11.0
Hachi: A Dog's Tale,"Drama, Family","A college professor's bond with the abandoned dog he takes into his home.","Lasse Hallström","Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer",2009,0,8.1,177602,10,11.0
District 9,"Action, Sci-Fi, Thriller","An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.","Neill Blomkamp","Sharlto Copley, David James, Jason Cope, Nathalie Boltt",2009,0,8.0,556794,10,11.0
Star Trek,"Action, Adventure, Sci-Fi","The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.","J.J. Abrams","Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy",2009,0,8.0,526324,10,11.0
Moon,"Drama, Mystery, Sci-Fi","Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon","Duncan Jones","Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",2009,0,7.9,277123,10,11.0
Mr. Nobody,"Drama, Fantasy, Romance","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose","Jaco Van Dormael","Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham",2009,0,7.9,166872,10,11.0
Avatar,"Action, Adventure, Fantasy","A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.","James Cameron","Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez",2009,0,7.8,935408,10,11.0
The Hangover,"Comedy","Three buddies wake up from a bachelor party in Las Vegas","Todd Phillips","Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms",2009,0,7.8,611563,10,11.0
Män som hatar kvinnor,"Drama, Mystery, Thriller","A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.","Niels Arden Oplev","Michael Nyqvist, Noomi Rapace, Ewa Fröling, Lena Endre",2009,0,7.8,182074,10,11.0
Fantastic Mr. Fox,"Animation, Adventure, Comedy","An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.","Wes Anderson","George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",2009,0,7.8,149779,10,11.0
Zombieland,"Adventure, Comedy, Horror","A shy student trying to reach his family in Ohio","Ruben Fleischer","Jesse Eisenberg, Emma Stone, Woody Harrelson, Abigail Breslin",2009,0,7.7,409403,10,11.0
(500) Days of Summer,"Comedy, Drama, Romance","An offbeat romantic comedy about a woman who doesn't believe true love exists","Marc Webb","Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz",2009,0,7.7,398972,10,11.0
The Blind Side,"Biography, Drama, Sport","The story of Michael Oher","John Lee Hancock","Quinton Aaron, Sandra Bullock, Tim McGraw, Jae Head",2009,0,7.7,237221,10,11.0
Coraline,"Animation, Family, Fantasy","An adventurous girl finds another world that is a strangely idealized version of her frustrating home","Henry Selick","Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders",2009,0,7.7,156620,10,11.0
Sherlock Holmes,"Action, Adventure, Crime","Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.","Guy Ritchie","Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",2009,0,7.6,501769,10,11.0
Watchmen,"Action, Drama, Mystery","In 1985 where former superheroes exist","Zack Snyder","Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman",2009,0,7.6,410249,10,11.0
Harry Potter and the Half-Blood Prince,"Adventure, Family, Fantasy","As Harry Potter begins his sixth year at Hogwarts","David Yates","Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",2009,0,7.5,351059,10,11.0
Up in the Air,"Drama, Romance","Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people","Jason Reitman","George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman",2009,0,7.4,279694,10,11.0
Law Abiding Citizen,"Crime, Drama, Thriller","A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.","F. Gary Gray","Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney",2009,0,7.4,228339,10,11.0
The Road,"Adventure, Drama","In a dangerous post-apocalyptic world","John Hillcoat","Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee, Robert Duvall",2009,0,7.3,187302,10,11.0
Precious,"Drama","In New York City's Harlem circa 1987","Lee Daniels","Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",2009,0,7.3,91623,10,11.0
Kynodontas,"Drama, Thriller","Three teenagers live isolated","Yorgos Lanthimos","Christos Stergioglou, Michele Valley, Angeliki Papoulia, Hristos Passalis",2009,0,7.3,50946,10,11.0
The Princess and the Frog,"Animation, Adventure, Comedy","A waitress","Ron Clements","Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos",2009,0,7.1,95480,10,11.0
Public Enemies,"Biography, Crime, Drama","The Feds try to take down notorious American gangsters John Dillinger","Michael Mann","Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke",2009,0,7.0,240323,10,11.0
Orphan,"Horror, Mystery, Thriller","A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.","Jaume Collet-Serra","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",2009,0,7.0,153448,10,11.0
Triangle,"Fantasy, Mystery, Thriller","The story revolves around the passengers of a yachting trip in the Atlantic Ocean who","Christopher Smith","Melissa George, Joshua McIvor, Jack Taylor, Michael Dorman",2009,0,6.9,72533,10,11.0
The Imaginarium of Doctor Parnassus,"Adventure, Fantasy, Mystery","A traveling theater company gives its audience much more than they were expecting.","Terry Gilliam","Christopher Plummer, Lily Cole, Heath Ledger, Andrew Garfield",2009,0,6.8,130153,10,11.0
Pandorum,"Action, Horror, Mystery","A pair of crew members aboard a spaceship wake up with no knowledge of their mission or their identities.","Christian Alvart","Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",2009,0,6.8,126656,10,11.0
X-Men Origins: Wolverine,"Action, Adventure, Sci-Fi","A look at Wolverine's early life","Gavin Hood","Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston",2009,0,6.7,388447,10,11.0
The Proposal,"Comedy, Drama, Romance","A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.","Anne Fletcher","Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",2009,0,6.7,241709,10,11.0
The Lovely Bones,"Drama, Fantasy, Thriller","Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.","Peter Jackson","Rachel Weisz, Mark Wahlberg, Saoirse Ronan, Susan Sarandon",2009,0,6.7,130702,10,11.0
Notorious,"Biography, Crime, Drama","The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace)","George Tillman Jr.","Jamal Woolard, Anthony Mackie, Derek Luke, Momo Dione",2009,0,6.7,33007,10,11.0
Terminator Salvation,"Action, Adventure, Drama","In 2018","McG","Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",2009,0,6.6,297093,10,11.0
Fast & Furious,"Action, Crime, Thriller","Brian O'Conner","Justin Lin","Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster",2009,0,6.6,217464,10,11.0
Underworld: Rise of the Lycans,"Action, Adventure, Fantasy","An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves","Patrick Tatopoulos","Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh",2009,0,6.6,129708,10,11.0
Antichrist,"Drama, Horror","A grieving couple retreat to their cabin in the woods","Lars von Trier","Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm",2009,0,6.6,94069,10,11.0
The Ugly Truth,"Comedy, Romance","A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary »","Robert Luketic","Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",2009,0,6.5,172558,10,11.0
17 Again,"Comedy, Drama, Family","Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.","Burr Steers","Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon",2009,0,6.4,152808,10,11.0
He's Just Not That Into You,"Comedy, Drama, Romance","The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.","Ken Kwapis","Jennifer Aniston, Jennifer Connelly, Morgan Lily, Trenton Rogers",2009,0,6.4,137684,10,11.0
Transformers: Revenge of the Fallen,"Action, Adventure, Sci-Fi","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols","Michael Bay","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",2009,0,6.0,335757,10,11.0
2012,"Action, Adventure, Sci-Fi","A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.","Roland Emmerich","John Cusack, Thandie Newton, Chiwetel Ejiofor, Amanda Peet",2009,0,5.8,297984,10,11.0
G.I. Joe: The Rise of Cobra,"Action, Adventure, Sci-Fi","An elite military unit comprised of special operatives known as G.I. Joe","Stephen Sommers","Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje",2009,0,5.8,180105,10,11.0
Friday the 13th,"Horror","A group of young adults discover a boarded up Camp Crystal Lake","Marcus Nispel","Jared Padalecki, Amanda Righetti, Derek Mears, Danielle Panabaker",2009,0,5.6,78631,10,11.0
Couples Retreat,"Comedy","A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage","Peter Billingsley","Vince Vaughn, Malin Akerman, Jon Favreau, Jason Bateman",2009,0,5.5,86417,10,11.0
Bride Wars,"Comedy, Romance","Two best friends become rivals when they schedule their respective weddings on the same day.","Gary Winick","Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg",2009,0,5.5,83976,10,11.0
Jennifer's Body,"Comedy, Horror","A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?","Karyn Kusama","Megan Fox, Amanda Seyfried, Adam Brody, Johnny Simmons",2009,0,5.1,96617,10,11.0
The Human Centipede (First Sequence),"Horror","A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede","Tom Six","Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura",2009,0,4.4,60655,10,11.0
