Bahubali: The Beginning,"Action, Adventure, Drama","In ancient India","S.S. Rajamouli","Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia",2015,0,8.3,76193,10,11.0
Inside Out,"Animation, Adventure, Comedy","After young Riley is uprooted from her Midwest life and moved to San Francisco","Pete Docter","Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling",2015,0,8.2,416689,10,11.0
Room,"Drama","A young boy is raised within the confines of a small shed.","Lenny Abrahamson","Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson",2015,0,8.2,224132,10,11.0
Star Wars: Episode VII - The Force Awakens,"Action, Adventure, Fantasy","Three decades after the defeat of the Galactic Empire","J.J. Abrams","Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson",2015,0,8.1,661608,10,11.0
Mad Max: Fury Road,"Action, Adventure, Sci-Fi","A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners","George Miller","Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz",2015,0,8.1,632842,10,11.0
Spotlight,"Crime, Drama, History","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese","Tom McCarthy","Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",2015,0,8.1,268282,10,11.0
The Martian,"Adventure, Drama, Sci-Fi","An astronaut becomes stranded on Mars after his team assume him dead","Ridley Scott","Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara",2015,0,8.0,556097,10,11.0
The Revenant,"Adventure, Drama, Thriller","A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.","Alejandro González Iñárritu","Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",2015,0,8.0,499424,10,11.0
Straight Outta Compton,"Biography, Drama, History","The group NWA emerges from the mean streets of Compton in Los Angeles","F. Gary Gray","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.",2015,0,7.9,139831,10,11.0
The Hateful Eight,"Crime, Drama, Mystery","In the dead of a Wyoming winter","Quentin Tarantino","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",2015,0,7.8,341170,10,11.0
The Big Short,"Biography, Comedy, Drama","Four denizens in the world of high-finance predict the credit and housing bubble collapse of the mid-2000s","Adam McKay","Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",2015,0,7.8,246360,10,11.0
Me and Earl and the Dying Girl,"Comedy, Drama","High schooler Greg","Alfonso Gomez-Rejon","Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman",2015,0,7.8,92076,10,11.0
En man som heter Ove,"Comedy, Drama","Ove","Hannes Holm","Rolf Lassgård, Bahar Pars, Filip Berg, Ida Engvoll",2015,0,7.7,21569,10,11.0
